Student ID,Student Name,Date of Birth,Field of Study,Year of Admission,Expected Year of Graduation,Current Semester,Specialization,Fees,Discount on Fees
559920,Chase Hernandez,2005-08-05,Civil Engineering,2019,2020,3,Artificial Intelligence,71050,1848
136954,Charles Jackson,2004-11-28,Electrical Engineering,2016,2020,3,Web Development,99733,911
267932,Steven Moran,2003-11-04,Chemical Engineering,2016,2023,4,Data Science,121498,10956
641925,Mr. Bryan Schultz,1999-07-01,Computer Science,2017,2023,3,Data Science,77470,831
751833,Timothy Sweeney,2000-07-11,Mechanical Engineering,2016,2020,2,Network Security,166841,6387
642108,Gregory Campbell,1999-08-24,Computer Science,2018,2019,4,Data Science,124188,10262
142789,Nathan Paul,2000-10-11,Chemical Engineering,2019,2022,1,Machine Learning,53460,6556
458875,Shawn Robertson,2005-08-29,Computer Science,2019,2017,4,Data Science,90652,14392
496655,Alexander Williams,2005-11-23,Electrical Engineering,2016,2022,2,Data Science,146599,20419
783797,Christopher Fernandez,1997-12-01,Civil Engineering,2016,2019,2,Web Development,130031,8766
669408,Wanda Powers,1998-11-13,Mechanical Engineering,2019,2021,2,Web Development,87186,3004
307276,Sharon Watkins,2002-06-12,Mechanical Engineering,2022,2022,3,Machine Learning,120294,13796
127303,Jason Jimenez,2000-12-11,Mechanical Engineering,2022,2019,4,Machine Learning,116165,21361
696356,Robert Hampton,2000-05-22,Chemical Engineering,2019,2018,3,Web Development,140065,22094
917497,Olivia Rogers,2004-02-03,Civil Engineering,2018,2022,3,Web Development,85881,15027
326963,Brittany Salazar,2002-07-30,Mechanical Engineering,2018,2017,2,Artificial Intelligence,133066,4246
766474,Michelle Brooks,2005-09-20,Civil Engineering,2018,2019,1,Web Development,168895,18917
803896,Jessica Oconnor,2002-10-02,Chemical Engineering,2019,2023,2,Network Security,81094,556
155239,Jessica Martinez,2004-03-08,Mechanical Engineering,2020,2020,3,Data Science,59952,11707
181686,Emily Dunn,2002-09-14,Civil Engineering,2022,2022,4,Network Security,108856,4143
122662,Fernando Strickland,1999-01-29,Mechanical Engineering,2018,2021,1,Web Development,118631,5398
935088,Donna Anderson,1999-01-12,Civil Engineering,2021,2018,3,Web Development,111795,12750
712189,Matthew Larson,2001-11-05,Chemical Engineering,2018,2019,4,Data Science,54831,1293
501972,Mason Smith,2000-06-13,Chemical Engineering,2021,2023,4,Data Science,127458,17922
407274,Vanessa Greene,1999-07-17,Mechanical Engineering,2017,2023,2,Artificial Intelligence,189173,32748
690377,Matthew Nguyen,2002-05-06,Computer Science,2022,2023,1,Machine Learning,198843,36017
973729,Regina Fischer,2003-12-31,Civil Engineering,2018,2022,1,Web Development,84707,805
807292,Donna Martin,2000-08-19,Mechanical Engineering,2022,2023,4,Network Security,97955,1618
760792,Miss Sharon Willis,1998-08-26,Civil Engineering,2016,2019,4,Network Security,198016,32450
937202,Joshua Hernandez,2005-11-15,Civil Engineering,2022,2018,4,Data Science,63719,10313
786442,Miguel Underwood,2004-07-01,Electrical Engineering,2019,2017,1,Data Science,88150,8236
442082,Allison Roy,1997-07-09,Mechanical Engineering,2022,2022,2,Artificial Intelligence,107453,13159
580684,Heather Sheppard,1999-04-21,Computer Science,2016,2023,3,Web Development,130164,20244
556337,Robert Morris,2000-01-26,Chemical Engineering,2016,2017,4,Machine Learning,120310,5559
972374,Meagan Flynn,2000-03-23,Chemical Engineering,2021,2018,4,Web Development,85575,12513
748306,Michelle Brown,1999-10-29,Electrical Engineering,2022,2022,3,Network Security,192641,33691
553989,Yvonne Brown,2002-04-10,Chemical Engineering,2021,2017,1,Artificial Intelligence,103491,5953
324413,Latoya Mann,1999-02-15,Electrical Engineering,2022,2023,1,Artificial Intelligence,90807,4641
769400,Patricia Carter,2002-02-06,Mechanical Engineering,2020,2017,2,Machine Learning,91007,9934
870965,Joel Torres,2001-03-17,Mechanical Engineering,2018,2017,3,Network Security,63596,9656
694445,Emma Dunn,2000-04-12,Civil Engineering,2018,2018,4,Machine Learning,149338,2695
798001,Harold Calhoun,1999-06-27,Civil Engineering,2017,2017,4,Web Development,70857,9101
548320,Suzanne Gonzalez,1998-09-21,Civil Engineering,2019,2023,4,Machine Learning,84135,3473
658005,Janet Odom,2000-08-13,Mechanical Engineering,2019,2019,3,Network Security,138331,3603
995084,Ethan Barnes,2000-02-27,Mechanical Engineering,2022,2019,1,Network Security,136874,1001
822618,Jeremiah Thornton,2000-07-23,Computer Science,2016,2022,2,Web Development,185663,842
176108,Steven Berg,1999-02-03,Electrical Engineering,2016,2023,4,Machine Learning,109541,11876
935990,Jacob Morris,2005-09-09,Chemical Engineering,2016,2021,1,Web Development,117123,14959
982955,Denise Davis,1998-03-09,Computer Science,2018,2019,1,Web Development,93634,8345
770821,Colleen Fitzpatrick,1998-02-13,Mechanical Engineering,2020,2018,3,Artificial Intelligence,62663,11860
264972,Timothy Harrison,1998-07-16,Electrical Engineering,2020,2021,3,Web Development,197438,4951
359501,Charles May,1998-01-10,Electrical Engineering,2017,2018,4,Machine Learning,54406,929
549094,Christine Chung,2003-02-09,Electrical Engineering,2017,2018,4,Data Science,61479,10088
548684,Luke Hodge,1997-12-19,Civil Engineering,2020,2017,3,Network Security,189734,29438
784476,Cindy Gallegos,2002-01-20,Chemical Engineering,2018,2018,2,Artificial Intelligence,152851,29093
290918,Barbara Washington,2001-08-28,Mechanical Engineering,2019,2017,3,Machine Learning,108674,11701
932717,Michael Davis,2003-04-20,Mechanical Engineering,2016,2019,2,Network Security,141261,21040
160108,Gregory Jackson,2006-04-17,Electrical Engineering,2016,2019,1,Artificial Intelligence,116845,13099
547258,James Sims,2005-05-27,Chemical Engineering,2021,2017,1,Data Science,62155,881
313430,Ray Mason,2004-04-27,Civil Engineering,2022,2022,1,Artificial Intelligence,74267,5538
332667,Mrs. Kimberly Miller,1999-06-27,Civil Engineering,2020,2017,2,Network Security,101623,13350
436943,Kathy Silva,2000-12-15,Civil Engineering,2021,2019,3,Web Development,191073,24677
325077,Annette Schneider,2000-07-18,Civil Engineering,2018,2018,3,Web Development,152202,14677
329634,Matthew Cox,2001-11-06,Chemical Engineering,2020,2021,2,Data Science,162219,11142
848509,Antonio Herring,1999-09-14,Chemical Engineering,2018,2020,3,Machine Learning,149118,12393
173118,Randy Lopez,2004-02-22,Mechanical Engineering,2022,2017,4,Artificial Intelligence,155975,12224
934493,Kevin Ballard,2005-10-23,Electrical Engineering,2019,2017,3,Network Security,196654,24832
405740,Diane Knox,2000-08-10,Mechanical Engineering,2019,2023,3,Artificial Intelligence,164174,10980
610169,Dylan Peters,2005-05-18,Civil Engineering,2022,2019,2,Network Security,165200,7375
607196,Latoya Mays,2003-09-19,Chemical Engineering,2018,2019,4,Data Science,181178,22051
158227,Lori Campos,2003-12-15,Computer Science,2016,2018,2,Data Science,86250,7109
696047,Jorge French,1999-10-22,Mechanical Engineering,2021,2019,1,Data Science,145714,11366
720068,Rebecca Landry,2001-07-20,Civil Engineering,2021,2017,2,Artificial Intelligence,157457,7184
760821,Richard Braun,2002-12-16,Civil Engineering,2019,2017,2,Web Development,76434,12354
656429,Joseph Chavez,2000-08-08,Chemical Engineering,2017,2020,1,Data Science,133108,14409
724806,Mary Richardson,2001-04-09,Chemical Engineering,2021,2022,2,Data Science,183520,1404
715784,Joseph Zamora,2001-01-15,Electrical Engineering,2019,2022,4,Network Security,199982,21108
416209,Michelle Craig,2000-10-30,Civil Engineering,2017,2020,3,Machine Learning,123594,17111
726642,Edward Little,2003-05-19,Computer Science,2021,2019,2,Web Development,115192,6728
872098,Jasmine Butler,2003-09-25,Electrical Engineering,2021,2022,3,Network Security,55371,5100
308525,Erica Reed,2001-04-05,Mechanical Engineering,2022,2017,2,Web Development,173878,16533
849662,John Bennett,2004-04-30,Civil Engineering,2017,2022,1,Data Science,77327,13837
223275,Kevin Walker,2004-04-04,Civil Engineering,2019,2020,2,Web Development,119955,5143
683095,Allen Walsh,2000-11-27,Chemical Engineering,2022,2023,1,Data Science,73073,12486
635626,Jonathan Bryant,1997-06-17,Computer Science,2019,2020,4,Network Security,72209,6265
694821,Margaret Howard,1998-07-14,Civil Engineering,2019,2022,3,Data Science,154091,24575
909430,Suzanne Myers,2005-07-18,Civil Engineering,2018,2017,2,Data Science,172775,3699
984972,Jeremy Fisher,1998-03-26,Civil Engineering,2019,2022,4,Web Development,110151,7649
118131,Matthew Alvarez,2002-06-11,Electrical Engineering,2016,2023,2,Web Development,88125,16286
987557,Brian Powell,2005-11-27,Civil Engineering,2019,2022,2,Web Development,118197,13229
748570,Richard Coleman,1999-09-02,Mechanical Engineering,2018,2017,4,Machine Learning,107125,441
110893,Andrea Hahn,2000-10-08,Civil Engineering,2019,2020,1,Data Science,125316,16578
542601,Angela Torres,2001-01-30,Chemical Engineering,2019,2020,2,Network Security,105897,17176
622912,Elizabeth Graham,1999-11-13,Mechanical Engineering,2018,2019,4,Network Security,96747,4319
926990,Joseph Cline,1998-11-06,Computer Science,2022,2021,1,Web Development,109280,8680
150110,Anthony Hayes,1998-06-30,Computer Science,2017,2019,2,Network Security,191740,36770
951395,John Hudson,2003-01-19,Mechanical Engineering,2018,2021,4,Network Security,187683,30971
392138,Joshua Chaney,2005-12-03,Mechanical Engineering,2016,2023,2,Data Science,97028,3641
181959,Paul Wells,1997-10-28,Civil Engineering,2016,2017,3,Artificial Intelligence,85055,8451
650409,Adam Rivera,2002-12-05,Computer Science,2017,2018,4,Data Science,155565,22768
281458,Henry Anderson,2003-04-02,Computer Science,2016,2018,3,Machine Learning,101938,3428
986855,Stephanie Hines,2000-12-28,Computer Science,2019,2021,1,Data Science,181306,23689
394224,Sarah Miller,2005-11-27,Electrical Engineering,2018,2021,1,Data Science,122309,5108
318942,Joseph Shaw,1998-02-11,Civil Engineering,2021,2020,1,Web Development,195726,2790
633854,John Perez,2005-09-04,Mechanical Engineering,2020,2019,1,Machine Learning,160000,6164
833195,Pedro Lawrence,2000-09-07,Mechanical Engineering,2018,2018,3,Artificial Intelligence,68806,5589
764472,Julian Lewis,2004-07-05,Computer Science,2018,2018,1,Network Security,108904,11108
997226,Michelle Baker,2000-08-08,Electrical Engineering,2021,2019,3,Data Science,136102,19451
954694,Perry Davis,2000-03-22,Mechanical Engineering,2018,2020,1,Machine Learning,144228,13024
884232,Jeffrey Wilson,1999-08-06,Mechanical Engineering,2022,2018,2,Network Security,97459,7708
114077,David Whitehead,2005-11-09,Mechanical Engineering,2018,2021,4,Web Development,180741,5728
791726,Carrie Vargas,2004-07-28,Computer Science,2022,2017,3,Web Development,77415,3651
422906,David Brown,2002-09-13,Civil Engineering,2022,2023,2,Network Security,196465,12008
962103,Chad Snyder,1999-08-23,Civil Engineering,2021,2023,4,Data Science,102311,16454
653120,Kathryn Noble,2004-09-17,Chemical Engineering,2021,2017,3,Data Science,113935,940
475667,Peggy Dean,2000-06-17,Chemical Engineering,2018,2018,3,Data Science,61745,1374
582690,Juan Ross,2003-01-26,Chemical Engineering,2016,2023,1,Network Security,182867,11479
594672,Christian Lawson,2004-01-06,Civil Engineering,2021,2021,1,Machine Learning,117552,14487
302542,Shannon Henderson,1998-07-06,Civil Engineering,2020,2019,1,Data Science,180347,15634
419391,Paul Garcia,2004-01-12,Mechanical Engineering,2018,2017,2,Data Science,114211,21228
615638,Carl Decker,2001-02-17,Chemical Engineering,2019,2022,2,Web Development,102834,10936
843896,Francis Wells,2003-08-12,Electrical Engineering,2016,2023,4,Data Science,75748,9652
448025,Jennifer Fisher,1999-12-04,Chemical Engineering,2022,2023,4,Web Development,61641,5883
194938,David Jones,2005-01-14,Chemical Engineering,2022,2018,3,Artificial Intelligence,177093,5133
437687,Dawn Morris,2000-04-10,Mechanical Engineering,2018,2019,4,Artificial Intelligence,75117,273
917009,Wanda Smith,1998-05-07,Chemical Engineering,2019,2020,2,Web Development,180409,19473
139118,Rachel Bartlett,1998-07-27,Civil Engineering,2021,2017,1,Data Science,143122,26627
568315,Sarah Castillo,2005-11-21,Electrical Engineering,2020,2022,4,Network Security,52851,8824
969185,Charles Allen,2000-03-05,Mechanical Engineering,2018,2020,1,Data Science,53844,9918
530551,James Taylor,2000-04-07,Computer Science,2019,2018,1,Data Science,94046,5845
553891,Tony Morris,2005-07-18,Chemical Engineering,2022,2022,1,Data Science,123785,7881
785639,Emily Hale,1997-12-25,Computer Science,2022,2021,2,Network Security,135034,14546
533927,Jason Kerr,2005-05-13,Mechanical Engineering,2016,2020,2,Data Science,155224,9378
761770,Kimberly Mueller,2001-12-08,Electrical Engineering,2017,2021,1,Artificial Intelligence,136171,13574
980323,Marc Thomas,1998-01-29,Civil Engineering,2022,2020,1,Artificial Intelligence,101702,13526
997611,Lauren Lewis,2003-09-12,Computer Science,2019,2019,3,Artificial Intelligence,188239,14882
379439,Anthony Francis,2002-08-06,Civil Engineering,2017,2022,3,Artificial Intelligence,124224,3247
159722,Janice Alexander,2001-07-21,Civil Engineering,2022,2022,1,Artificial Intelligence,139007,11025
776316,Jeffrey Shaw,2003-06-09,Electrical Engineering,2020,2022,4,Machine Learning,62486,3900
662179,Wayne Brown,2004-10-21,Mechanical Engineering,2019,2020,4,Network Security,72004,4135
319985,Danielle Cook,2003-07-06,Electrical Engineering,2022,2020,4,Artificial Intelligence,193646,15215
556106,Joshua Bowen,2001-08-06,Electrical Engineering,2022,2021,4,Web Development,83502,2689
769028,Michael Reed,2005-05-03,Chemical Engineering,2018,2021,3,Artificial Intelligence,74405,9256
687229,David Liu,2002-07-31,Computer Science,2019,2021,3,Machine Learning,108765,11992
660000,John Bailey,2000-10-07,Mechanical Engineering,2016,2020,3,Artificial Intelligence,110034,12220
789188,Judy Miller,2001-06-08,Mechanical Engineering,2016,2020,1,Network Security,73862,8781
194326,Kevin Glass,2002-05-31,Electrical Engineering,2017,2022,2,Web Development,192679,32101
849754,Kirk Holden,2001-05-19,Electrical Engineering,2017,2020,2,Network Security,103163,6460
809448,Lauren Love,1997-06-24,Mechanical Engineering,2020,2020,3,Artificial Intelligence,196905,729
999801,Jennifer Wilson,2002-04-03,Chemical Engineering,2017,2023,3,Web Development,86781,1047
892874,Tim Johnson,2003-09-06,Computer Science,2017,2020,3,Artificial Intelligence,182708,31982
811385,Madison Henderson,2006-04-19,Chemical Engineering,2020,2018,3,Network Security,199471,1852
523712,Carol Rivera,1998-07-08,Mechanical Engineering,2021,2022,2,Web Development,73847,2846
678581,Tammy Bowen,2001-12-29,Chemical Engineering,2017,2021,3,Network Security,77453,13582
455789,Patrick Frost,2006-05-01,Mechanical Engineering,2018,2023,2,Web Development,133522,3154
756993,Hannah Jackson,2005-12-09,Civil Engineering,2016,2020,1,Data Science,182833,33356
596373,Kathleen Mcguire,1998-09-03,Chemical Engineering,2016,2021,1,Network Security,166646,21000
511924,Jeffrey Campos,1999-08-13,Chemical Engineering,2019,2018,2,Machine Learning,175510,339
543941,Robert Wilson,1997-09-13,Civil Engineering,2022,2022,4,Artificial Intelligence,143931,12094
584100,Anthony Fischer,2000-09-14,Chemical Engineering,2017,2019,4,Network Security,153854,11393
528023,Sabrina Davis,2004-05-01,Electrical Engineering,2017,2020,2,Artificial Intelligence,194316,6734
294524,Ricky Harris,1999-09-28,Electrical Engineering,2018,2022,3,Machine Learning,188722,16212
648009,Michelle Wilkerson,1999-01-31,Civil Engineering,2020,2019,1,Web Development,178307,7665
666451,Diana Mueller,2002-03-28,Civil Engineering,2017,2023,2,Machine Learning,79691,3713
402898,Holly Pineda,2001-11-23,Civil Engineering,2020,2021,4,Network Security,149075,133
992807,Ricardo Cooper,2000-08-31,Computer Science,2022,2023,3,Web Development,74465,12991
273507,Tina Thomas,2002-12-15,Civil Engineering,2019,2022,2,Machine Learning,127847,1004
564057,Jared Cannon,2004-12-05,Electrical Engineering,2018,2018,2,Data Science,155134,17010
361962,William Sellers,1997-12-02,Civil Engineering,2016,2022,4,Machine Learning,162822,13860
232960,Natalie Davis,1998-01-31,Mechanical Engineering,2019,2020,2,Artificial Intelligence,112132,16712
354223,Leslie Holloway,1998-07-16,Computer Science,2019,2021,1,Network Security,109926,19046
747988,Gary George,2003-12-06,Computer Science,2019,2022,3,Data Science,55545,3306
950703,Joann Nelson,2002-08-24,Mechanical Engineering,2019,2021,3,Web Development,69816,1763
727163,Christina Adams,2001-04-22,Electrical Engineering,2019,2021,2,Artificial Intelligence,83997,10644
187441,Lori Wheeler,2000-05-02,Computer Science,2016,2023,3,Artificial Intelligence,177114,15297
376381,Gary Cordova,2002-12-20,Civil Engineering,2020,2018,1,Artificial Intelligence,61668,977
485756,Ryan Chase,2004-12-04,Electrical Engineering,2020,2018,4,Data Science,94281,3783
423286,Terry Lawson,2005-04-22,Mechanical Engineering,2020,2018,3,Network Security,76019,9473
289740,Allen Garcia,2001-09-28,Civil Engineering,2020,2021,1,Artificial Intelligence,139348,14437
448969,Nicole Jordan,1998-04-12,Electrical Engineering,2020,2020,2,Machine Learning,126964,21721
931888,Kenneth Powell,2001-04-22,Chemical Engineering,2017,2020,3,Network Security,145748,20700
343855,Corey Smith,2004-08-24,Computer Science,2020,2021,3,Network Security,84133,3470
717897,Patrick Bailey,1998-10-30,Civil Engineering,2022,2019,1,Artificial Intelligence,102267,10428
881109,Juan Stevenson,1998-12-13,Chemical Engineering,2020,2018,1,Artificial Intelligence,79272,9959
754349,Sylvia Green DDS,2004-09-20,Computer Science,2019,2021,4,Web Development,68443,6842
879097,Jeffrey Brown,2000-07-22,Computer Science,2016,2020,1,Web Development,134827,12369
362703,Jennifer Kent,1999-06-04,Electrical Engineering,2017,2020,1,Network Security,120050,2510
573132,Patrick Schmidt,2000-06-11,Civil Engineering,2020,2022,2,Machine Learning,101507,12947
407305,Nicholas Galvan,1999-01-30,Electrical Engineering,2022,2023,1,Artificial Intelligence,51152,7936
771263,Michael Greene,1997-09-28,Electrical Engineering,2016,2018,3,Data Science,190729,11921
616020,Jason Ryan,2004-08-09,Chemical Engineering,2017,2020,3,Web Development,174127,31213
998762,Catherine White,2002-11-19,Computer Science,2017,2020,2,Data Science,165557,12125
894860,Brittany Martinez,2005-07-31,Civil Engineering,2020,2017,3,Data Science,115600,21117
118391,Caitlin Briggs,2000-05-28,Civil Engineering,2017,2020,1,Artificial Intelligence,84203,15834
797604,Joseph Woods,2005-09-22,Civil Engineering,2016,2021,2,Artificial Intelligence,182476,21844
580846,Shelly Gonzalez,2000-04-10,Electrical Engineering,2016,2021,3,Network Security,199870,11620
717061,Curtis Logan,2000-10-11,Electrical Engineering,2021,2017,2,Network Security,188234,31251
557760,Jeffrey Wright,2005-03-06,Civil Engineering,2019,2018,3,Web Development,197773,38009
788376,George Hill,2004-02-09,Civil Engineering,2019,2019,2,Data Science,127703,22069
819476,Tracy Myers,1999-10-04,Civil Engineering,2017,2020,4,Artificial Intelligence,127246,12398
196731,Luis Walker,1999-03-04,Computer Science,2020,2019,2,Web Development,110850,14613
262669,Melissa Brown,1998-07-08,Chemical Engineering,2018,2018,4,Machine Learning,144392,11257
567028,Lisa Norton,2000-09-01,Computer Science,2021,2022,3,Machine Learning,199522,30248
917751,Christian Foster,2004-07-21,Civil Engineering,2020,2021,2,Network Security,138082,26694
888821,Nicholas Moss,1998-11-04,Civil Engineering,2021,2018,1,Artificial Intelligence,195816,30277
470259,Jerry Wallace,2005-04-27,Chemical Engineering,2021,2019,1,Artificial Intelligence,169953,32681
871359,Gregory Garcia,2005-05-12,Civil Engineering,2018,2021,4,Data Science,99162,8003
513462,Jodi Jackson,2002-02-21,Mechanical Engineering,2019,2021,4,Data Science,111357,7727
579985,Dalton Johnson,2003-11-21,Mechanical Engineering,2021,2021,1,Artificial Intelligence,173296,33243
263835,Jeremy Mcfarland,2001-11-08,Electrical Engineering,2018,2019,2,Network Security,132236,11224
705917,Renee Hernandez,2005-06-08,Electrical Engineering,2022,2019,1,Artificial Intelligence,110987,7622
251544,Gregory King,2003-10-15,Mechanical Engineering,2021,2023,1,Network Security,95632,9790
340854,David Zimmerman,2003-08-20,Chemical Engineering,2020,2017,4,Web Development,63692,2562
522118,Daniel Woods,1999-08-03,Chemical Engineering,2019,2018,1,Machine Learning,82899,4153
426026,Dr. James Phillips,2004-03-11,Electrical Engineering,2022,2021,2,Data Science,135183,17658
317719,Mrs. Amanda Mckay,2002-10-23,Civil Engineering,2022,2023,2,Machine Learning,196454,14053
428198,Adam Johnson,1997-06-22,Mechanical Engineering,2016,2023,3,Network Security,118069,16053
275854,Roberto Duncan,2004-06-11,Electrical Engineering,2020,2018,1,Web Development,173934,156
626637,Melissa White,1997-07-05,Mechanical Engineering,2022,2020,2,Machine Learning,56736,4335
121822,Christopher Hernandez,1998-01-24,Electrical Engineering,2017,2017,4,Artificial Intelligence,52698,5561
863416,Megan Salas,2005-04-02,Electrical Engineering,2019,2019,2,Machine Learning,149126,25445
894573,Kimberly Velasquez,1997-08-13,Electrical Engineering,2016,2019,1,Web Development,83404,7263
317085,Regina Levine,1998-01-22,Chemical Engineering,2021,2019,4,Machine Learning,154421,10953
122263,Javier Clements,2000-09-20,Computer Science,2021,2022,3,Data Science,82753,12173
174113,Erica Brown,2006-01-12,Computer Science,2018,2017,3,Machine Learning,185127,26122
756521,Danielle Stewart,2001-05-17,Computer Science,2022,2021,3,Machine Learning,176329,15966
726685,Susan Huynh,2002-12-09,Mechanical Engineering,2018,2018,3,Network Security,161778,29832
868407,Latasha Thomas,2002-03-07,Mechanical Engineering,2019,2017,1,Web Development,56970,8432
903104,Zachary Armstrong,2004-10-18,Chemical Engineering,2018,2023,4,Artificial Intelligence,176430,19304
309162,Stephen Maxwell,2002-08-21,Mechanical Engineering,2021,2018,1,Data Science,85532,10381
483735,Connor Charles,2002-03-25,Civil Engineering,2021,2023,3,Web Development,182153,9659
157012,Jesse Lloyd,2005-01-26,Chemical Engineering,2021,2021,3,Web Development,149544,3893
430646,Robert Williams,2002-11-11,Computer Science,2018,2022,3,Machine Learning,80737,7349
831396,Brianna Vazquez,2002-12-19,Mechanical Engineering,2018,2020,1,Machine Learning,149381,19765
398568,Kiara Young,2002-01-03,Computer Science,2018,2019,2,Web Development,113748,3411
746109,Mrs. Christy Garcia,2003-09-16,Electrical Engineering,2017,2019,3,Network Security,192473,24563
621664,Tina Mejia,2000-12-09,Mechanical Engineering,2017,2018,3,Machine Learning,111245,3485
498877,Mary Kelly,1997-12-21,Civil Engineering,2016,2018,4,Web Development,158225,13047
491142,William Harrington,2000-02-18,Civil Engineering,2021,2021,2,Artificial Intelligence,94452,7372
679676,Daniel Jacobson,2004-06-10,Mechanical Engineering,2016,2022,3,Machine Learning,68690,12000
259103,William Gross,2006-03-15,Chemical Engineering,2016,2017,4,Artificial Intelligence,103932,12805
439680,James Whitehead,2004-04-12,Mechanical Engineering,2016,2020,1,Machine Learning,145847,9631
205658,Kyle Simpson,2002-05-28,Civil Engineering,2021,2018,4,Network Security,95018,8474
226359,Cody Adkins,1999-09-11,Mechanical Engineering,2020,2018,2,Data Science,57092,7184
161802,Bradley Bush,2005-10-24,Chemical Engineering,2017,2020,1,Web Development,58363,573
733743,Darren Montgomery,1997-08-16,Computer Science,2017,2021,3,Machine Learning,128984,20370
140840,Thomas Finley,2002-04-07,Computer Science,2016,2019,4,Data Science,107090,17929
770841,Melissa Garcia,1998-04-29,Civil Engineering,2020,2023,1,Artificial Intelligence,74062,11094
855180,Candice Shaw,1998-03-10,Chemical Engineering,2022,2019,1,Artificial Intelligence,140151,17717
116293,Marissa Ruiz,2005-11-27,Electrical Engineering,2017,2023,4,Web Development,98329,5873
515852,Derek Fisher,2002-07-08,Mechanical Engineering,2022,2023,1,Artificial Intelligence,100055,13267
507922,Zachary Smith,1998-06-26,Computer Science,2019,2021,3,Data Science,160006,26670
486043,Gary Miranda,2001-07-15,Chemical Engineering,2017,2023,3,Web Development,73983,5096
240367,Mary Hunt,2006-05-08,Civil Engineering,2017,2019,1,Network Security,67464,5883
865012,Kathryn Bailey,2001-05-29,Mechanical Engineering,2020,2020,3,Web Development,188429,15132
124696,Emily Gonzalez,2004-09-15,Chemical Engineering,2016,2023,3,Network Security,121292,1364
466544,Kathleen Thomas,2004-07-23,Computer Science,2021,2019,2,Artificial Intelligence,190125,19610
391268,Chelsea Jones,1999-12-14,Mechanical Engineering,2017,2018,1,Web Development,77034,5534
706272,Monica Hughes,2000-10-28,Computer Science,2016,2023,3,Data Science,150386,8180
184091,Daniel Dixon,2002-11-12,Mechanical Engineering,2016,2021,2,Data Science,170018,18294
981389,Tyler Branch,2001-10-30,Mechanical Engineering,2021,2021,3,Machine Learning,180773,31007
849397,Michael Kemp,2001-08-10,Chemical Engineering,2018,2023,3,Artificial Intelligence,128041,23813
699435,Kenneth White,2006-02-21,Civil Engineering,2019,2019,4,Machine Learning,161552,16228
825104,Michael Lawrence,2004-06-01,Computer Science,2018,2017,3,Data Science,115153,18186
694425,Steve James,2003-10-07,Mechanical Engineering,2022,2020,1,Network Security,139928,13857
105824,Michele Carter,2000-12-16,Mechanical Engineering,2022,2023,1,Web Development,78808,7651
118018,Jennifer Cuevas,1999-02-22,Computer Science,2021,2019,3,Network Security,159757,19574
633782,Amanda Galloway,2001-08-22,Electrical Engineering,2017,2022,4,Data Science,73281,6375
879081,Allen Chan,2000-11-05,Electrical Engineering,2016,2021,1,Machine Learning,156825,23432
809467,Johnny Dunn,2002-12-29,Computer Science,2020,2022,3,Machine Learning,76196,14561
175826,Becky Hill,2001-03-24,Chemical Engineering,2016,2017,1,Data Science,78052,9642
820482,Austin Hernandez,2005-03-26,Electrical Engineering,2022,2019,3,Artificial Intelligence,187061,32528
255030,Karina Miles,2005-04-06,Electrical Engineering,2022,2022,2,Data Science,149611,26517
163044,Dr. Sarah Wood,2002-09-04,Computer Science,2019,2017,4,Artificial Intelligence,193828,165
345072,Eric Mooney,1998-12-23,Mechanical Engineering,2019,2023,3,Network Security,109716,6397
697818,Martin Harris,2002-12-18,Chemical Engineering,2020,2021,3,Data Science,55292,10307
844933,Austin Ray,2005-03-19,Computer Science,2020,2023,2,Web Development,119390,22958
252859,Jordan Hunter,1997-08-30,Electrical Engineering,2019,2023,4,Data Science,95736,18712
298800,Pamela Day,2002-12-22,Mechanical Engineering,2021,2018,3,Machine Learning,86884,10174
832855,John Ross,2002-07-30,Mechanical Engineering,2019,2021,4,Artificial Intelligence,85509,9758
979380,David Blake,1998-05-05,Chemical Engineering,2019,2021,3,Web Development,142215,7741
579817,Stanley Leon,2003-01-21,Computer Science,2017,2017,1,Data Science,108769,15864
539613,Christopher Gonzalez,2001-11-20,Civil Engineering,2020,2022,2,Machine Learning,181060,34225
785922,Kristen Torres,2001-02-01,Chemical Engineering,2017,2020,1,Network Security,181324,3040
212141,Stephanie Roman,2001-01-09,Mechanical Engineering,2019,2022,1,Network Security,52205,981
401739,Michael Green,2002-10-29,Civil Engineering,2016,2022,2,Network Security,90973,13958
196220,Grace Burns,2002-08-17,Computer Science,2018,2023,3,Machine Learning,142640,22042
724516,Lisa Lamb,2002-11-22,Civil Engineering,2019,2021,4,Network Security,146970,20346
779986,Amy Anderson,2001-07-15,Chemical Engineering,2022,2017,3,Network Security,99348,8200
360863,Kyle Buckley,1997-10-13,Chemical Engineering,2018,2018,2,Web Development,55770,10992
254592,Bryan King,1998-05-01,Computer Science,2017,2017,1,Data Science,96243,1021
163474,Jessica Boyd,1998-02-21,Mechanical Engineering,2020,2019,3,Web Development,148974,13218
392408,Justin Turner,2004-03-29,Mechanical Engineering,2019,2017,3,Network Security,109041,17616
872868,Jesse Lawson,2005-05-01,Civil Engineering,2017,2019,2,Machine Learning,196214,13942
789671,Donna Hanson,2004-10-24,Civil Engineering,2017,2023,4,Web Development,135541,18317
155320,Michael Huynh,2000-10-18,Chemical Engineering,2021,2018,2,Artificial Intelligence,113016,19635
